QuestionID,CASCADE,CASCADE+BERT,CASCADE+COUNTER,MCAN,MCAN+BERT,MCAN+ROBERTA,MCAN+ALBERT,PANOPTIC
545924002,no,no,no,no,no,no,no,no
545924003,yes,yes,yes,no,no,no,no,no
21639000,no,no,no,no,no,no,no,no
21639001,no,no,no,no,no,no,no,no
21639002,no,yes,no,no,no,no,no,yes
21639003,white,white,white,white,white,white,white,white
21639004,cake,yes,no,cake,cake,happy,decoration,no
21639005,cake,cake,cake,cake,cake,cake,cake,cake
414857000,no,no,no,yes,no,no,no,no
414857001,brown,blonde,brown,red,red,blonde,red,blonde
414857002,yes,yes,yes,yes,yes,yes,yes,yes
21644000,no,no,no,no,no,no,no,yes
21644001,travel,traveling,bus stop,travel,transportation,bus stop,travel,traveling
21644002,no,yes,yes,no,no,yes,no,no
21644003,3,3,3,4,4,4,4,3
21644004,3,3,3,3,4,3,3,3
21644005,3,3,3,3,4,1,0,3
21644006,no,no,no,yes,no,yes,no,yes
21645000,no,yes,yes,yes,yes,yes,yes,no
21645001,white,white,white,tan,tan,tan,tan,beige
21645002,yes,yes,yes,yes,yes,yes,yes,no
331289000,bikes,bikes,bikes,motorcycles,motorcycles,motorcycles,motorcycles,bikes
331289001,work,work,work,work,home,riding,work,home
331289002,3,4,5,8,5,5,5,1
218947000,no,no,yes,yes,yes,yes,yes,yes
218947001,usa,mountains,mountain,mountain,mountain,mountain,mountain,no
218947002,no,no,no,no,no,no,no,no
152731000,yes,no,yes,no,no,yes,yes,no
152731001,4,4,4,4,5,5,4,5
152731002,yes,no,no,no,no,no,no,no
152731003,white,white,brown,white,white,white,white,white
152731004,hills,hills,hills,hills,hills,hills,hills,hills
152731005,no,no,no,no,no,yes,no,no
152731006,mountain,mountain,mountain,grassy,grassy,field,grassy,grassy
152731007,4,4,4,4,5,4,4,4
152731008,4,4,4,3,5,4,4,4
152731009,yes,yes,yes,yes,yes,yes,no,yes
152732000,birthday,birthday,cake,light,flying,decoration,light,decoration
152732001,neck,neck,neck,neck,neck,top,neck,neck
152732002,cake,circle,hat,mirror,person,girl,person,bird
152737000,yes,yes,yes,no,no,yes,yes,yes
152737001,yes,yes,no,yes,yes,yes,yes,yes
152737002,black,black,black,yellow and black,yellow,yellow,yellow,yellow
414882000,gray,blue,black,black,black,black,black,black
414882001,yes,yes,yes,yes,yes,yes,yes,yes
414882002,parking meter,parking meter,parking meter,parking meter,parking meter,parking meter,parking meter,parking meter
152740000,yes,yes,yes,yes,yes,yes,yes,yes
152740001,no,no,no,yes,yes,yes,yes,no
152740002,cows,brown,black,black,black,brown,black,black
152740003,daytime,daytime,daytime,daytime,daytime,field,daytime,daytime
545958000,yes,yes,yes,no,yes,yes,no,no
545958001,fake,fake,fake,fake,real,fake,fake,fake
545958002,no,no,no,no,no,no,no,no
545958003,cow,cow,cow,cow,wall,cow,cow,cow
545958004,yes,no,yes,yes,yes,yes,yes,yes
545958005,1,1,1,1,1,1,1,1
545958006,cow,cow,cow,cow,cow,cow,cow,cow
545958007,no,no,no,no,yes,yes,no,no
545958008,left,right,left,left,wall,door,building,yes
545958009,cow,cow,cow,cow,cow,cow,cow,cow
545958010,no,no,no,yes,yes,yes,yes,yes
545958011,cow,cow,cow,cow,cow,cow,cow,cow
545958012,eating,eating,eating,standing,standing,standing,walking,standing
545958013,cow,cow,cow,cow,cow,cow,cow,cow
545959000,yes,yes,yes,yes,yes,yes,yes,yes
545959001,20,6,5,20,15,20,20,15
545959002,yes,yes,yes,yes,yes,yes,yes,yes
545959003,sheep,sheep,cow,cow,sheep,sheep,sheep,sheep
283816000,12,8,10,0,0,3,4,12
283816001,0,noon,0,noon,0,noon,0,noon
283816002,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
283816003,night,evening,morning,daytime,daytime,kitchen,morning,daytime
283816004,brown,brown,brown,brown,brown,brown,brown,brown
283816005,right,left,left,left,left,right,right,right
283816006,brown,brown,brown,brown,brown,brown,brown,black
283816007,microwave,plant,bottles,nothing,bottles,nothing,nothing,microwave
283816008,brown,brown,brown,brown,brown,brown,brown,brown
283816009,0,grandfather,grandfather,0,analog,analog,no clock,wall
283816010,0,books,magnets,0,bottles,nothing,0,0
283816011,no,no,no,no,no,no,yes,no
283816012,no,no,yes,no,no,no,no,no
283816013,no,no,no,no,no,no,no,no
283816014,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
283820000,bus,bus,bus,bus,bus,bus,bus,bus
283820001,no,no,no,no,no,yes,no,no
283820002,red,red,red,red,red,red,pink,red
152749000,4,4,2,3,5,4,4,4
152749001,metal,wood,glass,plastic,wood,plastic,wood,cloth
152749002,no,no,no,no,no,no,yes,no
152749003,4,2,2,3,5,3,4,4
152749004,yes,yes,yes,yes,yes,yes,yes,yes
152749005,white,white,white,white,tan,white,white,white
152749006,white,white,white,white,tan,white,white,white
152749007,yes,yes,yes,yes,yes,yes,yes,yes
152749008,white,white,white,red,red,red,red,white
131138000,yes,no,yes,yes,yes,no,yes,yes
131138001,1,0,2,1,1,1,2,0
131138002,yes,yes,yes,yes,yes,yes,yes,yes
131138003,no,no,no,yes,yes,yes,yes,no
152751000,yes,yes,yes,no,no,no,no,no
152751001,night,night,night,afternoon,afternoon,afternoon,afternoon,afternoon
152751002,yes,no,no,no,no,no,no,no
152751003,yes,yes,yes,yes,no,no,yes,yes
374984000,1,1,1,1,1,1,1,1
374984001,yes,yes,yes,yes,yes,yes,yes,yes
374984002,white,white,white,white,white,white,white,white
374984003,no,no,no,yes,yes,yes,yes,no
374984004,white,white,white,white,white,white,white,white
374984005,yes,yes,no,yes,yes,yes,yes,no
21686000,white,white,white,red,white,red,red,red
21686001,cake,cake,cake,cake,cake,cake,cake,cheese
21686002,yes,yes,yes,yes,yes,yes,yes,no
21686003,2,1,4,2,4,2,4,4
21686004,black,black,white,white,white,white,white,black
21686005,3,3,3,4,3,3,4,3
21686006,cake,cake,cake,dinner,cake,cake,cake,dessert
152759000,yes,yes,yes,yes,yes,yes,yes,yes
152759001,top,toilet,toilet,top,toilet,toilet,toilet,handle
152759002,white,white,white,white,white,white,white,white
152759003,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom
21688000,many,8,6,6,4,6,6,6
21688001,2,0,0,0,0,0,0,0
21688002,no,yes,yes,no,no,yes,no,no
21688003,light,light,light,decoration,light,light,electricity,electricity
283833000,dog,dog,dog,dog,dog,dog,dog,dog
283833001,brown,brown,brown,black,black,black,black,black
283833002,no,yes,no,yes,yes,yes,no,yes
283833003,yes,yes,yes,yes,yes,yes,yes,yes
545978000,no,yes,yes,no,yes,yes,no,no
545978001,motorcycle,motorcycle,motorcycle,dirt bike,dirt bike,motorcycles,dirt bike,motorcycles
545978002,goggles,goggles,sunglasses,goggles,goggles,goggles,goggles,goggles
152771000,oak,oak,palm,oak,oak,oak,oak,palm
152771001,no,no,no,no,no,no,no,yes
152771002,no,yes,yes,no,no,yes,no,no
152771003,sidewalk,street,sidewalk,sidewalk,sidewalk,sidewalk,road,bench
152771004,1,1,1,1,1,1,1,2
152771005,yes,yes,no,no,no,no,no,yes
152771006,bike,bike,bike,bike,bike,bike,bike,bench
152771007,1,1,1,2,2,4,2,0
152771008,no,yes,no,no,no,no,no,no
152771009,0,0,0,0,0,0,0,0
152771010,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,sidewalk,grass
152771011,hard,hard,hard,hard,hard,hard,hard,hard
152771012,bike,bike,bike,bike,bike,bike,bike,bike
414917000,airport,airport,airport,airport,airport,airport,airport,airport
414917001,no,no,no,no,no,no,no,no
414917002,standing,working,standing,sitting,sitting,sitting,sitting,sitting
414917003,no,no,no,no,no,no,no,no
152774000,0,0,0,3,4,4,0,0
152774001,3,3,4,4,4,4,5,1
152774002,yes,yes,yes,yes,yes,yes,yes,yes
152774003,4,3,4,4,4,4,4,5
152774004,no,no,no,yes,yes,yes,yes,yes
152776000,no,no,yes,no,yes,yes,yes,no
152776001,vegetable,both,vegetable,carrots,both,vegetable,vegetable,vegetables
152776002,spoon,fork,fork,vegetables,carrots,carrots,carrots,knife
283849000,brown,brown,brown,brown,brown,brown,brown,brown
283849001,bear,bear,bear,bear,bear,bear,bear,bear
283849002,walking,walking,walking,walking,walking,walking,walking,walking
283849003,yes,yes,no,yes,no,yes,no,yes
21711000,no,no,no,yes,no,no,no,no
21711001,yes,yes,no,yes,yes,yes,yes,no
21711002,helmet,helmet,helmet,helmet,helmet,helmet,helmet,helmet
21711003,man,no 1,no 1,man,man,man,man,man
21711004,3,3,3,3,2,3,3,3
21711005,blue,black,black,white,white,white,white,red
21711006,grass,brick,cement,dirt,dirt,dirt,dirt,dirt
21711007,yes,yes,no,yes,yes,yes,yes,yes
21711008,1,1,1,2,1,1,1,0
21711009,yes,no,no,no,yes,yes,no,no
21711010,yes,no,no,no,yes,no,no,yes
21711011,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle
21711012,sandals,sandals,sandals,sneakers,sneakers,boots,boots,sneakers
21711013,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles
21711014,helmets,helmets,helmets,helmets,helmets,helmets,helmets,helmets
21711015,man,man,man,police,police,man,police,no 1
21711016,no,no,yes,no,no,yes,yes,no
21711017,new york,new york,new york,new york,new york,unknown,london,new york
21711018,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles
21711019,no,no,no,yes,yes,yes,yes,no
21711020,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles,motorcycles
21711021,2,2,2,2,2,2,2,2
21711022,no,no,no,yes,yes,yes,yes,no
21711023,no,yes,no,yes,yes,yes,yes,yes
21711024,kickstand,kickstand,kickstand,man,fence,kickstand,kickstand,fence
21711025,3,3,3,3,2,3,3,4
21711026,2,2,3,3,2,3,3,3
21711027,motorcycle,motorcycle,motorcycle,dirt bike,motorcycle,motorcycle,motorcycle,motorcycle
21711028,no,no,no,yes,yes,yes,yes,yes
21711029,green,black,red,white,white,white,white,red
152785000,day,day,day,day,day,day,day,day
152785001,yes,no,no,no,no,yes,no,no
152785002,yes,yes,yes,yes,yes,yes,no,no
152785003,3,2,1,2,1,2,3,2
283858000,no,no,no,no,no,no,no,no
283858001,no,no,no,yes,yes,yes,yes,yes
283858002,2,1,1,2,2,2,2,1
414934000,2,2,2,2,2,2,2,1
414934001,4,4,4,3,4,3,4,2
414934002,yes,yes,yes,yes,yes,yes,yes,yes
546011000,yes,yes,yes,no,yes,yes,yes,yes
546011001,no,no,no,no,no,no,yes,no
546011002,left,left 1,left,left,left 1,left 1,left,left
546011003,3,3,3,4,4,4,4,3
546011004,yes,yes,yes,yes,yes,yes,yes,yes
546011005,3,2,3,4,4,4,4,2
283874000,bananas,bananas,bananas,bananas,bananas,bananas,banana,bananas
283874001,no,no,no,no,no,no,no,no
283874002,yes,no,yes,yes,yes,yes,no,yes
283874003,bananas,bananas,bananas,bananas,bananas,bananas,bananas,bananas
283874004,yes,yes,yes,yes,yes,yes,yes,yes
152808000,breakfast,breakfast,breakfast,pizza,fish,salad,pizza,pizza
152808001,chicken,chicken,chicken,chicken,chicken,chicken,chicken,chicken
152808002,yes,plate,breakfast,to eat,yes,no,cheese,to eat
283881000,bow,nothing,heart,yes,tag,sign,blue,nothing
283881001,love,0,love,love,love,no,no,0
283881002,no,no,no,no,no,no,no,no
283881003,nothing,nothing,nothing,dog,yes,nothing,nothing,nothing
283881004,bear,bear,bear,bear,dog,dog,bear,bear
546029000,no,no,no,yes,yes,yes,yes,yes
546029001,remote,nothing,remote,pillow,remote,pillow,remote,remote
546029002,white,white,white,white,white,white,white,black
21746000,tennis,tennis,tennis,tennis,tennis,tennis,tennis,tennis
21746001,watching,watching,watching,tennis,tennis,tennis,playing tennis,walking
21746002,yes,yes,yes,yes,yes,no,no,yes
21746003,2,2,2,2,4,4,4,3
152823000,no,no,yes,yes,yes,yes,yes,no
152823001,no,yes,no,no,no,no,no,no
152823002,3,3,3,3,4,3,3,2
283904000,black,black,black,gray,gray,gray,gray,gray
283904001,window sill,window,sink,window sill,window sill,wall,bathroom,floor
283904002,yes,yes,yes,yes,yes,yes,no,yes
283904003,no,no,yes,no,no,no,no,yes
283904004,white,wood,tile,yellow,brick,brick,wood,tabby
283904005,1,1,1,1,1,1,1,1
283904006,sitting,sleeping,sitting,sitting,sitting,sitting,light,sleeping
331307000,no,yes,no,yes,yes,yes,yes,no
331307001,nothing,bird,bird,bird,bird,bird,bird,bird
331307002,no,no,no,yes,yes,yes,yes,no
21764000,nothing,nothing,nothing,gloves,gloves,gloves,gloves,gloves
21764001,yes,no,no,yes,yes,yes,yes,yes
21764002,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding
283910000,no,no,no,no,no,no,no,no
283910001,flowers,sheep,sheep,flowers,flowers,sheep,flowers,sheep
283910002,yes,yes,yes,yes,yes,yes,yes,yes
283910003,1,1,1,1,1,1,1,6
21776000,apple,apple,apple,apple,apple,apple,apple,cutting board
21776001,no,yes,yes,yes,yes,yes,yes,yes
21776002,wood,wood,wood,wood,wood,wood,wood,wood
21776003,2,2,2,2,4,4,4,2
21776004,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
546067000,riding,riding,riding,riding,riding,riding,riding,riding
546067001,yes,yes,yes,yes,yes,yes,yes,yes
546067002,red,blue,red,brown,brown,brown,brown,blue
546067003,blanket,blanket,blanket,people,people,people,people,blanket
546067004,elephant,elephant,elephant,elephant,elephant,elephant,elephant,elephant
546067005,no,no,no,no,no,no,yes,no
546067006,black and white,black and white,black and white,color,color,color,color,color
546067007,red,blue,red,brown,black,brown,blue,blue
546067008,3,3,3,3,3,3,3,2
546067009,4,4,4,4,4,4,4,3
546067010,3,3,3,2,3,3,3,2
283928000,yes,yes,yes,yes,yes,yes,yes,yes
283928001,yes,yes,yes,yes,yes,yes,yes,yes
283928002,yes,yes,yes,yes,yes,yes,yes,yes
415001000,green,green,green,green,green,green,green,green
415001001,playing baseball,playing baseball,playing baseball,playing baseball,playing baseball,playing baseball,playing baseball,playing baseball
415001002,yes,no,no,yes,yes,yes,yes,no
415001003,right,field,home plate,left,home plate,left,left,left
152866000,8,8,7,10,6,8,6,5
152866001,pepperoni,pepperoni,pepperoni,pepperoni,pepperoni,pepperoni,pepperoni,pepperoni
152866002,2,3,4,2,2,2,2,2
152866003,people,people,people,person,people,people,person,people
152866004,paper,paper,wood,paper,paper,paper,paper,ceramic
152866005,yes,no,no,yes,yes,yes,yes,no
440539000,no,yes,yes,no,yes,yes,yes,yes
440539001,no,no,no,no,no,no,no,no
440539002,kite,kite,kite,kite,kite,kite,kite,kite
283940000,yes,yes,yes,yes,yes,yes,yes,yes
283940001,yes,yes,yes,no,yes,yes,yes,no
283940002,no,no,no,no,yes,yes,yes,no
283940003,dog,dog,no,unknown,no,dog,no,cat
152870000,2,2,2,1,1,2,1,1
152870001,many,many,many,many,many,many,many,many
152870002,blue,blue,blue,gray,gray,gray,gray,blue
152870003,tall,tall,tall,tall,tall,tall,tall,tall
152870004,yes,yes,yes,yes,yes,yes,yes,yes
152870005,many,100,100,100,100,many,100,100
152870006,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
415015000,no,no,no,yes,yes,yes,yes,yes
415015001,yes,yes,yes,yes,yes,yes,yes,yes
415015002,blue,blue,blue,clear,clear,clear,clear,white
415016000,baseball,baseball,baseball,baseball,baseball,baseball,baseball,park
415016001,no,no,no,yes,no,no,no,yes
415016002,baseball,baseball,baseball,baseball,baseball,baseball,baseball,frisbee
415016003,child,child,child,boy,child,boy,child,boy
415016004,yes,yes,no,no,yes,no,yes,no
283945000,church,office,office,lighthouse,lighthouse,home,lighthouse,church
283945001,tall,tall,tall,tall,tall,very tall,tall,tall
283945002,no,no,no,yes,no,yes,no,yes
283945003,truck,truck,truck,lighthouse,lighthouse,lighthouse,lighthouse,truck
283945004,yes,yes,yes,yes,yes,yes,yes,no
283945005,blue,blue,blue,blue,blue,blue,blue,blue
283945006,no,no,no,yes,yes,no,no,no
283945007,red,red,red,yellow,yellow,red,white,red
283945008,no,no,no,yes,no,yes,no,no
546091000,yes,yes,yes,yes,yes,no,yes,yes
546091001,pizza,pizza,pizza,pizza,pizza,pizza,pizza,chinese
546091002,knife,cutting board,table,plate,plate,plate,plate,plate
415020000,remote,remote,remote,remote,remote,remote,remote,remote
415020001,no,no,no,yes,yes,no,yes,yes
415020002,no,no,yes,yes,yes,no,no,yes
415020003,wii,wii,wii,phone,tv,wii,wii,wii
546095000,no,no,no,no,yes,yes,no,no
546095001,1,1,1,2,2,2,2,2
546095002,horse,horse,horse,horse,horse,horse,horse,horse
546095003,0,0,0,0,0,0,0,0
546095004,horse,horse,horses,horses,horses,horses,horses,horses
546095005,daisy,daisies,dandelions,dandelions,dandelions,dandelions,dandelions,daisies
546095006,yes,no,no,no,no,no,no,no
152886000,bird,cart,cart,nothing,cart,stroller,cart,skateboard
152886001,no,no,no,no,no,no,no,no
152886002,bird,bird,bird,bird,bird,chicken,bird,dog
283963000,white,white,white,blue,green,blue,green,green
283963001,4,4,4,6,4,4,4,4
283963002,yes,yes,yes,no,no,no,yes,no
283963003,tile,tile,tile,tile,tile,tile,tile,tile
283963004,white,white,white,blue,blue,blue,blue,green
283963005,6,5,6,6,6,6,5,5
283963006,2,0,2,0,0,0,0,2
283963007,tile,tile,tile,tile,tile,tile,tile,tile
418699000,yes,yes,yes,yes,yes,yes,no,yes
418699001,black,black,white,orange,orange,orange,orange,white
418699002,yes,yes,yes,yes,yes,yes,yes,yes
418699003,black,blue,blue,orange,orange,orange,orange,orange
415048000,yes,yes,yes,yes,no,no,no,no
415048001,brown,brown,brown,black,black,black,black,black
415048002,brown,brown,brown,black,black,black,black,black
415048003,no,yes,no,yes,no,no,yes,no
415048004,yes,yes,yes,yes,yes,yes,yes,yes
415048005,yes,yes,yes,yes,yes,yes,yes,yes
283977000,walking,walking,walking,walking,eating,walking,walking,drinking
283977001,shadow,shadow,shadow,shadow,shadow,yes,shadow,dirt
283977002,hot,protection,safety,protection,walking,safety,safety,safety
283977003,nothing,nothing,nothing,standing,eating,cleaning,nothing,eating
283977004,shirt,shirt,nothing,backpack,shirt,backpack,backpack,backpack
283977005,walking,walking,walking,walking,eating,walking,walking,drinking
283977006,grass,nothing,grass,hay,grass,grass,grass,food
546126000,natural,natural,natural,natural,natural,natural,natural,natural
546126001,2,2,2,1,2,1,0,0
546126002,china,china,china,china,china,china,china,china
546126003,football,baseball,baseball,soccer,baseball,0,soccer,skiing
546126004,woman,jacket,shirt,man,backpack,shirt,nothing,backpack
21839000,afternoon,afternoon,afternoon,night,night,evening,night,evening
21839001,2,1,3,0,1,3,2,0
21839002,yes,no,yes,yes,no,yes,yes,no
21839003,yes,no,no,yes,yes,yes,yes,yes
283984000,no 1,unknown,unknown,no 1,unknown,no,no 1,no 1
283984001,cart,bench,bench,ground,ground,ground,ground,sidewalk
283984002,blue,brown,white,green,green,green,green,green
283984003,luggage,luggage,luggage,luggage,luggage,luggage,luggage,books
283984004,stop,nothing,do not enter,stop,coca cola,stop,stop,stop
283984005,yes,no,yes,no,yes,no,yes,no
546133000,food,food,food,food,food,food,food,food
546133001,no,yes,yes,yes,yes,yes,yes,yes
546133002,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe
546133003,giraffe,giraffe,giraffes,giraffe,giraffes,giraffes,giraffes,giraffes
415073000,red,black,blue,red,red,red,red,red
415073001,0,0,0,0,0,0,0,0
415073002,no,no,no,no,no,no,no,no
415073003,stripes,stripes,stripes,solid,dots,solid,polka dots,stripes
415073004,no,no,no,yes,yes,no,no,no
415073005,yes,yes,yes,no,yes,yes,no,yes
415073006,yes,no,yes,yes,yes,yes,yes,yes
415073007,brown,brown,brown,blue,brown,brown,brown,brown
415073008,yes,no,yes,yes,yes,yes,yes,no
415073009,black,black,black,red,red,red,red,red
415076000,no,no,no,yes,no,yes,yes,yes
415076001,no,no,no,yes,no,yes,no,no
415076002,noon,noon,noon,noon,noon,noon,noon,noon
152933000,cell phone,phone,phone,nothing,tree,sign,sign,phone
152933001,1,1,1,1,1,1,1,1
152933002,yes,yes,yes,yes,yes,yes,yes,no
152933003,nothing,parking,parking,do not enter,do not enter,do not enter,do not enter,nothing
21864000,no,no,no,no,no,no,no,no
21864001,yes,yes,yes,yes,yes,yes,yes,no
21864002,blue,blue,blue,blue,gray,blue,gray,orange
21864003,sailboat,fishing,fishing,ferry,ferry,ferry,fishing,fishing
21864004,yes,yes,yes,yes,yes,yes,yes,no
284015000,church,army,army,church,police,school,army,0
284015001,nothing,nothing,nothing,nothing,nothing,nothing,water,nothing
284015002,dress,dress,dress,dress,dress,dress,dress,dress
